part,episode,length,release_mode,pre_ref,action_final,state_final,commanded_delta,opened_commanded,frac_state_followed,truncated,action_changed_last_n,state_changed_last_n
gear_20teeth,342,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,351,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,360,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,369,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,378,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,387,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,396,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,405,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,414,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,423,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,432,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,441,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,450,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,459,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,468,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,477,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,486,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,495,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,504,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,513,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,522,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,531,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,540,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,549,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,558,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,567,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,576,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,585,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,594,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,603,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,612,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,621,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,630,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,639,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,648,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,657,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,666,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,675,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,684,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,693,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,702,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,711,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,720,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,729,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,738,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,747,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,756,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,765,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,774,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,783,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,792,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,801,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,810,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,819,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,828,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,837,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,846,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,855,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,864,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,873,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,882,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,891,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,900,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,909,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,918,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,927,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,936,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,945,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,954,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,963,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,972,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,981,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,990,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,999,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1008,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1017,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1026,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1035,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1044,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1053,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1062,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1071,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1080,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1089,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1098,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1107,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1116,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1125,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1134,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1143,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1152,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1161,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1170,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1179,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1188,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1197,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1206,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1215,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1224,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1233,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1242,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1251,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1260,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1269,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1278,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1287,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1296,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1305,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1314,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1323,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1332,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1341,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1350,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1359,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1368,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1377,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1386,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1395,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1404,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1413,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1422,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1431,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1440,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1449,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1458,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1467,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1476,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1485,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1494,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1503,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1512,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1521,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1530,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1539,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1548,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1557,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1566,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1575,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1584,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1593,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1602,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1611,66,open,0.09774769842624664,0.1804591566324234,0.09774764627218246,0.08271145820617676,True,-0.0,True,True,False
gear_20teeth,1620,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1629,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1638,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1647,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1656,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1665,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1674,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1683,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1692,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1701,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1710,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1719,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1728,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1737,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1746,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1755,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1764,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1773,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1782,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_20teeth,1791,66,open,0.09774845093488693,0.1804591566324234,0.09774838387966156,0.08271070569753647,True,-0.0,True,True,False
gear_60teeth,1,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,10,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,19,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,28,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,37,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,46,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,55,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,64,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,73,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,82,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,91,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,100,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,109,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,118,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,127,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,136,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,145,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
gear_60teeth,154,81,open,0.22557535767555237,0.3007652759552002,0.22557538747787476,0.07518991827964783,True,0.0,True,True,False
